Atendente;Cliente;CPF;Telefone;EspecieBeneficio;PropostaTipo;NumeroProposta;PropostaStatus;BancoDigitado;ValorContrato;ValorParcela;ValorTroco;TaxaPorc;TaxaCET;QuantidadeParcelas;BancoPortado;DataEnvioCIP;DataSaldoPago;OrigemCaptacao;Orgao;PossuiGravacao;PossuiFoto;EmRevisao;DataUltimoStatus;PossuiPendente;DataCriacaoProposta;Unnamed: 26
CAMILA EDUARDA RIBEIRO;URIEL SILVIO PACHECO;999.000.082-00;(11) 90000-0082;42;REFIN DA PORTABILIDADE;858690254;INTEGRADO;PARANA;7532.96;151.17;1603.25;0.016;0.0162;108;PINE;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-20;
CAMILA EDUARDA RIBEIRO;URIEL SILVIO PACHECO;999.000.082-00;(11) 90000-0082;42;PORTABILIDADE;658690264;INTEGRADO;PARANA;5696.19;143.18;0.0;0.0;0.0;0;PINE;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-19;False;2026-08-11;
CAMILA EDUARDA RIBEIRO;URIEL SILVIO PACHECO;999.000.082-00;(11) 90000-0082;42;REFIN DA PORTABILIDADE;858690272;INTEGRADO;PARANA;6973.31;143.18;1513.73;0.0165;0.0167;108;PINE;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-19;
CAMILA EDUARDA RIBEIRO;URIEL SILVIO PACHECO;999.000.082-00;(11) 90000-0082;42;PORTABILIDADE;658690217;INTEGRADO;PARANA;5171.85;130.0;0.0;0.0;0.0;0;PINE;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-19;False;2026-08-11;
CAMILA EDUARDA RIBEIRO;URIEL SILVIO PACHECO;999.000.082-00;(11) 90000-0082;42;REFIN DA PORTABILIDADE;858690229;INTEGRADO;PARANA;6479.87;130.0;1321.68;0.016;0.0162;108;PINE;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-19;
DANIELA CRISTINA MORAES;BRUNO MIGUEL CAMPOS;999.000.013-00;(11) 90000-0013;41;PORTABILIDADE;658700097;INTEGRADO;PARANA;14843.5;385.2;0.0;0.0;0.0;0;SANTANDER;2026-08-13;20/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-21;False;2026-08-13;
DANIELA CRISTINA MORAES;BRUNO MIGUEL CAMPOS;999.000.013-00;(11) 90000-0013;41;REFIN DA PORTABILIDADE;858700110;INTEGRADO;PARANA;18950.62;385.2;4023.05;0.0163;0.0165;108;SANTANDER;2026-08-13;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-21;
DANIELA CRISTINA MORAES;BRUNO MIGUEL CAMPOS;999.000.013-00;(11) 90000-0013;41;PORTABILIDADE;1611824;INTEGRADO;FINANTO;2429.82;76.8;0.0;0.0;0.0;0;SANTANDER;2026-08-13;20/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-13;
DANIELA CRISTINA MORAES;BRUNO MIGUEL CAMPOS;999.000.013-00;(11) 90000-0013;41;REFIN DA PORTABILIDADE;1611825;INTEGRADO;FINANTO;3478.15;76.79;1036.36;0.0185;0.019;108;SANTANDER;2026-08-13;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
DANIELA CRISTINA MORAES;CAROLINA DANIEL MOREIRA;999.000.016-00;(11) 90000-0016;42;PORTABILIDADE;658685162;INTEGRADO;PARANA;16483.77;393.0;0.0;0.0;0.0;0;SICRED;2026-08-11;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-11;
DANIELA CRISTINA MORAES;CAROLINA DANIEL MOREIRA;999.000.016-00;(11) 90000-0016;42;REFIN DA PORTABILIDADE;858685175;INTEGRADO;PARANA;19606.63;393.0;3122.86;0.016;0.0161;108;SICRED;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-19;False;2026-08-18;
DANIELA CRISTINA MORAES;CAROLINA DANIEL MOREIRA;999.000.016-00;(11) 90000-0016;42;MARGEM;858685220;INTEGRADO;PARANA;5169.04;117.84;5169.04;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-10;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-10;
DANIELA CRISTINA MORAES;CESAR VICTOR FERREIRA;999.000.019-00;(11) 90000-0019;57;PORTABILIDADE;658687760;INTEGRADO;PARANA;16986.17;456.1;0.0;0.0;0.0;0;FACTA;2026-08-11;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-28;False;2026-08-11;
DANIELA CRISTINA MORAES;CESAR VICTOR FERREIRA;999.000.019-00;(11) 90000-0019;57;REFIN DA PORTABILIDADE;858687778;INTEGRADO;PARANA;22585.72;456.1;5599.55;0.0162;0.0165;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-28;False;2026-08-28;
DANIELA CRISTINA MORAES;CESAR VICTOR FERREIRA;999.000.019-00;(11) 90000-0019;57;PORTABILIDADE;658694360;INTEGRADO;PARANA;18095.04;386.1;0.0;0.0;0.0;0;DAYCOVAL;2026-08-11;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-11;
DANIELA CRISTINA MORAES;CESAR VICTOR FERREIRA;999.000.019-00;(11) 90000-0019;57;REFIN DA PORTABILIDADE;858694364;INTEGRADO;PARANA;19291.66;386.1;1196.62;0.016;0.0161;108;DAYCOVAL;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-17;
DANIELA CRISTINA MORAES;FABIO TOMÁS SANTOS;999.000.031-00;(11) 90000-0031;21;PORTABILIDADE;658684655;INTEGRADO;PARANA;20810.75;531.3;0.0;0.0;0.0;0;PINE;2026-08-02;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-02;
DANIELA CRISTINA MORAES;FABIO TOMÁS SANTOS;999.000.031-00;(11) 90000-0031;21;REFIN DA PORTABILIDADE;858684672;INTEGRADO;PARANA;24985.76;531.3;4175.01;0.0174;0.0176;108;PINE;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-18;
DANIELA CRISTINA MORAES;IGOR HENRIQUE CASTRO;999.000.042-00;(11) 90000-0042;42;REFIN DA PORTABILIDADE;1596230;AGUARDANDO ORG;FINANTO;2483.81;54.45;971.98;0.0183;0.0189;108;SAFRA;2026-07-17;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-07-30;False;2026-07-30;
DANIELA CRISTINA MORAES;IVANA DANIEL NUNES;999.000.045-00;(11) 90000-0045;21;PORTABILIDADE;658698457;INTEGRADO;PARANA;20432.98;415.11;0.0;0.0;0.0;0;INBURSA;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-21;False;2026-08-12;
DANIELA CRISTINA MORAES;IVANA DANIEL NUNES;999.000.045-00;(11) 90000-0045;21;REFIN DA PORTABILIDADE;858698487;INTEGRADO;PARANA;20824.98;415.11;392.0;0.016;0.016;108;INBURSA;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-26;False;2026-08-21;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;PORTABILIDADE;658610908;INTEGRADO;PARANA;0.0;596.37;0.0;0.0;0.0;0;FACTA;2026-07-14;29/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-04;False;2026-07-14;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;PORTABILIDADE;658653359;INTEGRADO;PARANA;6930.64;179.68;0.0;0.0;0.0;0;FACTA;2026-07-14;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-14;False;2026-07-14;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;REFIN DA PORTABILIDADE;858653368;INTEGRADO;PARANA;8617.85;179.68;1687.21;0.016;0.0161;108;FACTA;2026-07-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-14;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;PORTABILIDADE;658653851;INTEGRADO;PARANA;0.0;173.78;0.0;0.0;0.0;0;FACTA;2026-07-14;10/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-11;False;2026-07-14;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;REFIN DA PORTABILIDADE;858653855;INTEGRADO;PARANA;8073.91;173.78;1837.07;0.0167;0.016900001;108;FACTA;2026-07-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-11;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;PORTABILIDADE;658653377;INTEGRADO;PARANA;5460.65;141.57;0.0;0.0;0.0;0;FACTA;2026-07-14;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-14;False;2026-07-14;
DANIELA CRISTINA MORAES;KARINA EDUARDO ARAUJO;999.000.050-00;(11) 90000-0050;21;REFIN DA PORTABILIDADE;858653382;INTEGRADO;PARANA;6790.0;141.57;1329.35;0.016;0.0162;108;FACTA;2026-07-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-14;
DANIELA CRISTINA MORAES;KELVIN ANTÔNIO MONTEIRO;999.000.052-00;(11) 90000-0052;32;PORTABILIDADE;2429268;INTEGRADO;QUALIBANKING;16531.49;424.2;0.0;0.0;0.0;0;NÃO INFORMADO;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-04;False;2026-07-24;
DANIELA CRISTINA MORAES;NOAH WILLIAM ALVES;999.000.064-00;(11) 90000-0064;32;MARGEM;858729934;INTEGRADO;PARANA;13094.51;308.0;13094.51;0.0185;0.0194;108;NÃO INFORMADO;2026-08-21;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-21;
DANIELA CRISTINA MORAES;OTÁVIO BENEDITO ALMEIDA;999.000.067-00;(11) 90000-0067;21;PORTABILIDADE;1592842;INTEGRADO;FINANTO;19192.14;476.7;0.0;0.0;0.0;0;C6 BANK;2026-08-03;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-14;False;2026-08-03;
DANIELA CRISTINA MORAES;OTÁVIO BENEDITO ALMEIDA;999.000.067-00;(11) 90000-0067;21;REFIN DA PORTABILIDADE;1611120;INTEGRADO;FINANTO;21744.86;476.69;2447.83;0.0183;0.0187;108;C6 BANK;2026-08-03;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-14;
DANIELA CRISTINA MORAES;OTÁVIO BENEDITO ALMEIDA;999.000.067-00;(11) 90000-0067;21;PORTABILIDADE;1592849;INTEGRADO;FINANTO;1360.67;91.91;0.0;0.0;0.0;0;SANTANDER;2026-08-03;10/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-13;False;2026-08-03;
DANIELA CRISTINA MORAES;OTÁVIO BENEDITO ALMEIDA;999.000.067-00;(11) 90000-0067;21;REFIN DA PORTABILIDADE;1592850;INTEGRADO;FINANTO;4165.09;91.9;2705.16;0.0185;0.0194;108;SANTANDER;2026-08-03;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-13;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;PORTABILIDADE;658650538;INTEGRADO;PARANA;25956.06;610.34;0.0;0.0;0.0;0;DAYCOVAL;2026-08-02;07/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-12;False;2026-08-02;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;REFIN DA PORTABILIDADE;858710482;INTEGRADO;PARANA;30460.72;610.34;4433.5;0.016;0.0161;108;DAYCOVAL;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-20;False;2026-08-12;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;MARGEM;858759364;AGUARDANDO ORG;PARANA;9976.4;224.45;9976.4;0.0185;0.0226;108;NÃO INFORMADO;2026-08-31;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;False;False;2026-08-31;False;2026-08-31;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;SAQUE COMPLEMENTAR;6009584;AGUARDANDO ORG;DAYCOVAL;2137.0;60.52;2137.0;0.024600001;0.024600001;99;NÃO INFORMADO;2026-08-24;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;False;False;2026-08-24;False;2026-08-24;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;PORTABILIDADE;1589386;INTEGRADO;FINANTO;1733.32;54.38;0.0;0.0;0.0;0;DAYCOVAL;2026-08-02;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-02;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;REFIN DA PORTABILIDADE;1604698;INTEGRADO;FINANTO;2483.16;54.37;718.78;0.0183;0.0188;108;DAYCOVAL;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;PORTABILIDADE;1589382;INTEGRADO;FINANTO;2023.05;52.49;0.0;0.0;0.0;0;C6 BANK;2026-08-02;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-02;
DANIELA CRISTINA MORAES;SANDRO RODRIGO MOREIRA;999.000.077-00;(11) 90000-0077;46;REFIN DA PORTABILIDADE;1634920;INTEGRADO;FINANTO;2409.92;52.48;371.86;0.0183;0.0187;108;C6 BANK;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
DANIELA CRISTINA MORAES;SERGIO RODRIGO FREITAS;999.000.078-00;(11) 90000-0078;41;PORTABILIDADE;658647658;INTEGRADO;PARANA;25615.21;652.82;0.0;0.0;0.0;0;FACTA;2026-07-21;28/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-07;False;2026-07-21;
DANIELA CRISTINA MORAES;SERGIO RODRIGO FREITAS;999.000.078-00;(11) 90000-0078;41;MARGEM;858759367;AGUARDANDO ORG;PARANA;7600.65;171.0;7600.65;0.0185;0.022;108;NÃO INFORMADO;2026-08-31;PORTABILIDADE NÃO CONFIRMADA;REDE SOCIAL;INSS;True;False;False;2026-08-31;False;2026-08-31;
DANIELA CRISTINA MORAES;VINICIUS ANDRÉ RODRIGUES;999.000.085-00;(11) 90000-0085;42;PORTABILIDADE;658675122;INTEGRADO;PARANA;24472.15;636.3;0.0;0.0;0.0;0;AGIBANK;2026-08-06;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-06;
DANIELA CRISTINA MORAES;VINICIUS ANDRÉ RODRIGUES;999.000.085-00;(11) 90000-0085;42;REFIN DA PORTABILIDADE;858675148;INTEGRADO;PARANA;30209.38;636.3;5737.23;0.016;0.0162;96;AGIBANK;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-17;
DANIELA CRISTINA MORAES;VINICIUS ANDRÉ RODRIGUES;999.000.085-00;(11) 90000-0085;42;PORTABILIDADE;658675160;INTEGRADO;PARANA;17793.9;462.66;0.0;0.0;0.0;0;AGIBANK;2026-08-06;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-06;
DANIELA CRISTINA MORAES;VINICIUS ANDRÉ RODRIGUES;999.000.085-00;(11) 90000-0085;42;REFIN DA PORTABILIDADE;858675172;INTEGRADO;PARANA;21965.54;462.66;4171.64;0.016;0.0162;96;AGIBANK;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-17;
DANIELA CRISTINA MORAES;VIVIANE MIGUEL OLIVEIRA;999.000.087-00;(11) 90000-0087;21;PORTABILIDADE;658664171;INTEGRADO;PARANA;18210.97;443.61;0.0;0.0;0.0;0;INBURSA;2026-07-14;12/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-07-14;
DANIELA CRISTINA MORAES;VIVIANE MIGUEL OLIVEIRA;999.000.087-00;(11) 90000-0087;21;REFIN DA PORTABILIDADE;858664176;INTEGRADO;PARANA;22061.99;443.61;3851.02;0.016;0.0161;108;INBURSA;2026-07-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-18;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;PORTABILIDADE;658679224;INTEGRADO;PARANA;26717.87;552.28;0.0;0.0;0.0;0;FACTA;2026-08-06;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-06;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;REFIN DA PORTABILIDADE;858679231;AGUARDANDO ORG;PARANA;27606.71;552.28;888.84;0.016;0.016;108;FACTA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-20;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;PORTABILIDADE;658701695;INTEGRADO;PARANA;12838.9;292.01;0.0;0.0;0.0;0;DAYCOVAL;2026-08-07;21/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-07;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;REFIN DA PORTABILIDADE;858701702;AGUARDANDO ORG;PARANA;14094.81;292.01;1445.92;0.016900001;0.017;108;DAYCOVAL;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-27;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;PORTABILIDADE;658701735;SALDO PAGO;PARANA;7963.01;207.0;0.0;0.0;0.0;0;NÃO INFORMADO;2026-08-07;24/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-07;
DANIELA CRISTINA MORAES;YASMIN DANIEL SILVA;999.000.090-00;(11) 90000-0090;21;PORTABILIDADE;658701799;SALDO PAGO;PARANA;6629.1;149.0;0.0;0.0;0.0;0;FACTA;2026-08-07;20/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-07;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;PORTABILIDADE;658641926;INTEGRADO;PARANA;41863.22;1031.82;0.0;0.0;0.0;0;PINE;2026-07-28;04/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-07-28;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;REFIN DA PORTABILIDADE;858641950;AGUARDANDO ORG;PARANA;61921.21;1031.82;9388.01;0.016;0.0161;108;PINE;2026-07-28;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-08-05;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;PORTABILIDADE;658641959;INTEGRADO;PARANA;7471.6;185.95;0.0;0.0;0.0;0;PINE;2026-07-28;04/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-07-28;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;REFIN DA PORTABILIDADE;858641965;AGUARDANDO ORG;PARANA;9331.94;185.95;2010.82;0.016;0.0162;108;PINE;2026-07-28;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-08-05;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;PORTABILIDADE;658641979;INTEGRADO;PARANA;6649.9;165.5;0.0;0.0;0.0;0;PINE;2026-07-28;04/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-07-28;
ELISA FERNANDA COSTA;ANA DANIEL PINHEIRO;999.000.006-00;(11) 90000-0006;42;REFIN DA PORTABILIDADE;858641990;AGUARDANDO ORG;PARANA;8324.09;165.5;1627.65;0.016;0.0162;108;PINE;2026-07-28;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-05;False;2026-08-05;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;658677362;INTEGRADO;PARANA;52175.1;1142.07;0.0;0.0;0.0;0;INBURSA;2026-08-06;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;858677382;INTEGRADO;PARANA;56992.64;1142.07;4817.54;0.016;0.0161;108;INBURSA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-18;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;MARGEM;858677397;INTEGRADO;PARANA;8584.7;196.2;8584.7;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599592;INTEGRADO;FINANTO;2926.04;103.2;0.0;0.0;0.0;0;MERCANTIL;2026-08-06;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-21;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599593;INTEGRADO;FINANTO;4493.23;103.2;1503.31;0.0185;0.0191;96;MERCANTIL;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-21;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599590;INTEGRADO;FINANTO;2478.12;99.87;0.0;0.0;0.0;0;CREFISA;2026-08-06;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599591;INTEGRADO;FINANTO;4358.44;99.86;1800.44;0.0185;0.019199999;96;CREFISA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599588;INTEGRADO;FINANTO;2286.05;76.54;0.0;0.0;0.0;0;CREFISA;2026-08-06;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599589;INTEGRADO;FINANTO;3334.08;76.53;1003.56;0.0185;0.0191;96;CREFISA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599594;INTEGRADO;FINANTO;1181.57;55.55;0.0;0.0;0.0;0;BMG;2026-08-06;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-06;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599595;INTEGRADO;FINANTO;2424.07;55.54;1193.05;0.0185;0.019299999;96;BMG;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS;999.000.009-00;(11) 90000-0009;1;MARGEM;858726329;INTEGRADO;PARANA;11947.6;308.0;11947.6;0.0185;0.0195;84;NÃO INFORMADO;2026-08-20;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-21;False;2026-08-20;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS;999.000.009-00;(11) 90000-0009;1;PORTABILIDADE;658654664;INTEGRADO;PARANA;10551.43;258.52;0.0;0.0;0.0;0;BRADESCO;2026-08-02;07/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-10;False;2026-08-02;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS;999.000.009-00;(11) 90000-0009;1;REFIN DA PORTABILIDADE;858654687;INTEGRADO;PARANA;11685.18;258.52;1133.75;0.0184;0.0185;108;BRADESCO;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-10;
ELISA FERNANDA COSTA;CAIO MIGUEL LIMA;999.000.014-00;(11) 90000-0014;42;PORTABILIDADE;658710061;INTEGRADO;PARANA;45973.1;1092.16;0.0;0.0;0.0;0;SANTANDER;2026-08-17;24/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-25;False;2026-08-17;
